Year,Month,Platform,Region,Genre,Song Type,Age Group (18-24),Age Group (25-34),Age Group (35-44),Age Group (45-54),Age Group (55+),Male (%),Female (%),Device Type,Monthly Active Users (MAU),Monthly Streams,Revenue (USD),ARPU (USD),Paid Subscribers (%),Free Subscribers (%),Likes,Shares,Comments,Peak Streaming Hours (UTC),Churn Rate (%)
2023,12,Spotify,North America,Electronic,Single,1618,3800,2787,2187,1290,48,52,PS5,359964,405815,151748,2.937414025248131,52,48,409,4312,3577,06:00,18.739595124637304
2022,12,Amazon Music,North America,Jazz,Album,1052,3448,2977,2024,850,61,39,Mobile,186359,317178,155317,17.26868678754989,18,82,4428,4375,3668,00:00,24.365501866805598
2022,12,Spotify,Europe,Hip-Hop,Album,1201,2039,2623,2731,1410,48,52,PS5,143244,158937,112362,3.157716845502751,26,74,497,3912,2616,21:00,29.764051728390776
2023,05,Spotify,Africa,Hip-Hop,EP,2965,2771,2766,2016,1231,56,44,Tablet,103599,178750,188149,10.856246854541896,63,37,606,2251,3779,06:00,14.567966463153038
2024,07,Apple Music,North America,Electronic,Single,2551,3973,1664,1105,1697,37,63,Mobile,470976,290346,129945,9.314016058274856,43,57,917,4256,1925,21:00,28.138426233803422
2023,06,Amazon Music,Europe,Rock,Single,2546,3141,2010,1338,1092,37,63,Tablet,479906,462460,89258,14.126507923063377,46,54,2694,4680,3363,21:00,26.28128840073255
2019,09,Amazon Music,Europe,Electronic,EP,2542,2034,1589,2511,1401,56,44,Desktop,460849,186159,77686,16.642019980215803,69,31,3378,432,394,18:00,29.4039842331454
2024,09,YouTube,Asia,Rock,Album,1549,3421,1969,1965,516,40,60,Tablet,197916,108385,68641,3.156429081304138,42,58,4516,4209,2520,21:00,32.58835995823396
2022,08,Spotify,North America,Hip-Hop,Album,1559,3928,3049,2714,2021,48,52,Tablet,397956,143350,86618,19.551542481587237,46,54,2068,282,1860,18:00,42.39088949320923
2022,06,YouTube,South America,Rock,Album,1600,2537,1593,2798,730,54,46,Mobile,477113,399929,52716,12.877830801514806,39,61,3757,2325,1792,12:00,27.253167736629383
2022,09,Spotify,South America,Jazz,Single,1420,3763,1580,1674,1805,60,40,Tablet,308648,167133,110342,12.363247116795838,60,40,2491,1889,1512,18:00,17.106536325211422
2024,06,Spotify,India,Rock,Album,1113,3050,2286,2822,853,35,65,Mobile,242489,453734,173900,2.8289719882297057,69,31,4186,3906,2678,06:00,42.03827260014878
2022,07,YouTube,Europe,Jazz,EP,2650,3505,2818,2989,2190,41,59,Tablet,392866,271245,83615,1.1451108654471422,51,49,3705,3151,749,00:00,19.652793292513728
2022,11,Apple Music,Japan,Rock,Single,1940,2468,2521,1357,2380,44,56,Desktop,462398,331495,194044,4.360606462814771,39,61,4135,2931,2496,18:00,26.037450122131297
2023,07,YouTube,North America,Classical,Single,1906,2267,3170,2388,1580,60,40,Desktop,164647,418966,179748,17.19424382232133,64,36,315,1967,3829,06:00,11.228722209200388
2020,09,Spotify,India,Jazz,Album,1731,3467,1717,2654,1851,52,48,Tablet,127649,448357,157669,15.705527097410451,6,94,2701,1946,3342,00:00,8.700627791425944
2019,08,Apple Music,India,Electronic,Album,1200,2366,2542,1635,2480,53,47,PS5,171118,227831,86236,4.058948025368428,7,93,3301,2962,4329,18:00,14.988759562862542
2019,04,YouTube,Africa,Classical,Album,2268,2719,1782,1233,1993,62,38,Tablet,407149,473278,155844,5.956016418387787,18,82,1061,1232,2893,21:00,44.5548514024984
2020,08,Apple Music,North America,Pop,EP,1945,3346,2965,2177,821,63,37,Mobile,449933,224050,140817,13.681944639317765,67,33,3317,1445,2081,00:00,42.25282132162
2024,06,Amazon Music,India,Rock,Single,2228,3705,2390,1894,633,52,48,Mobile,177136,483308,64217,4.989665019326737,33,67,4526,1581,533,21:00,27.081220487956454
2019,04,YouTube,North America,Rock,Album,1179,2289,1917,1102,2365,37,63,Desktop,427836,132584,173016,9.467535451614047,36,64,3552,715,3574,21:00,10.768834979021033
2020,08,Spotify,Europe,Electronic,EP,1835,2821,1914,1747,650,38,62,Desktop,233659,257779,176308,6.102204317395892,14,86,1813,3623,2804,18:00,45.49449054257707
2023,02,YouTube,Africa,Pop,EP,1656,2088,2697,1322,1170,47,53,Mobile,204171,258944,93796,5.462583848227852,55,45,154,2056,343,06:00,6.063854114307505
2024,10,YouTube,Europe,Hip-Hop,EP,1538,2217,2858,2902,1489,60,40,Desktop,271769,176220,132797,15.393823319553972,51,49,4633,4743,2904,18:00,37.951605493730014
2019,10,Apple Music,South America,Rock,Album,1350,2143,3285,2974,548,51,49,Mobile,495085,112317,143975,10.852833661427306,22,78,4258,761,4650,00:00,46.49258810014083
2020,04,Amazon Music,North America,Electronic,EP,1367,2074,2769,2251,1178,43,57,Tablet,347500,202787,93180,8.881647135383862,35,65,4619,1349,799,12:00,10.141977622259294
2023,01,Amazon Music,North America,Hip-Hop,Album,1619,2397,1705,1598,1483,35,65,PS5,448331,425939,136239,14.742771063591395,64,36,213,981,455,00:00,34.63563534287073
2020,04,Apple Music,Europe,Hip-Hop,EP,1862,2923,3422,1230,572,50,50,PS5,448243,231347,72837,15.879635907881617,33,67,558,1516,2555,18:00,25.689441806387062
2019,05,Apple Music,Europe,Classical,EP,1048,3591,1874,1062,994,57,43,Desktop,127002,336016,100134,16.798534659378497,11,89,4360,1064,3977,18:00,15.963300146706093
2024,07,Spotify,India,Electronic,EP,2147,3509,2796,1791,1800,49,51,Mobile,437029,356003,192206,12.882777778656353,61,39,3758,1390,4669,06:00,16.89824853325318
2022,07,Amazon Music,North America,Hip-Hop,Single,2971,3970,2549,1489,864,56,44,PS5,137715,187923,91492,6.849572251855786,52,48,1248,1047,4821,12:00,33.61035120170267
2024,02,Amazon Music,Japan,Rock,Single,1226,2927,2634,2362,2499,38,62,Mobile,250802,332483,59079,17.788425700027357,8,92,2041,405,1164,06:00,33.14866445841133
2024,09,Apple Music,Africa,Electronic,Album,2889,2720,2348,2885,580,39,61,Mobile,391552,444056,122223,16.110461135241533,7,93,197,260,4616,00:00,23.917622239951367
2020,06,Apple Music,Japan,Classical,Single,2251,3175,2851,2399,1990,64,36,PS5,254496,142022,197141,7.967715815796972,35,65,2647,1180,2858,18:00,47.53007634258097
2019,12,Spotify,India,Pop,Album,2301,2030,2824,1247,2362,52,48,Desktop,293817,372187,60099,18.21787426596162,50,50,4123,4544,2097,12:00,17.672317618512487
2024,04,Amazon Music,Africa,Hip-Hop,EP,2193,2093,2697,2997,808,35,65,Mobile,472166,294850,167210,12.896236118747225,31,69,3855,1288,1560,00:00,46.901987921766114
2022,11,Amazon Music,India,Pop,Album,1907,3713,1740,1761,1676,43,57,PS5,129063,359785,103748,3.3352638980894316,55,45,2163,666,829,21:00,42.0713978458447
2022,06,Amazon Music,India,Hip-Hop,EP,2535,3765,1601,1215,702,57,43,PS5,224288,333054,167874,9.00526709997106,25,75,817,3197,963,18:00,8.418333749083525
2019,12,YouTube,Europe,Jazz,EP,1492,2961,1582,2916,993,63,37,Mobile,345764,375271,173998,18.438727552976456,13,87,4028,1620,3007,21:00,33.87385100539327
2023,01,YouTube,North America,Rock,Single,2150,3838,1781,1969,1637,36,64,Mobile,351749,227126,133053,9.53861382056616,24,76,4733,760,3126,18:00,21.711703482003426
2020,04,Spotify,Asia,Rock,EP,1594,2013,3309,1426,1487,60,40,Mobile,496539,276337,122393,14.794909949046628,55,45,2612,1328,3438,12:00,29.508741274658806
2024,10,Apple Music,Europe,Hip-Hop,Album,2840,3529,2188,2601,1810,47,53,Tablet,252097,104684,165359,10.17459428725072,54,46,3797,1192,2746,06:00,11.307494822300196
2019,01,YouTube,Asia,Pop,Single,2673,2656,2647,1901,1231,47,53,Tablet,314605,279475,125692,9.69974535256288,57,43,544,2066,2285,00:00,38.34460940528409
2019,04,Apple Music,South America,Classical,EP,1329,3869,1893,1975,1939,37,63,Mobile,467521,437936,108833,19.6554121849947,49,51,1744,4580,3401,06:00,41.26342989153695
2022,10,Spotify,Asia,Hip-Hop,Single,1006,2146,2094,2937,568,58,42,Mobile,261638,473580,86395,18.148531753332385,7,93,2795,1312,428,18:00,46.83649442266874
2024,09,Amazon Music,Asia,Electronic,EP,1573,2976,2290,2293,1014,48,52,Mobile,440356,412395,119501,11.010981109692253,69,31,942,1042,3913,21:00,5.054659149098183
2020,08,YouTube,Asia,Pop,Album,1795,2693,3199,2030,1167,44,56,Tablet,470939,260806,60044,16.924863501962072,49,51,4386,1753,3333,18:00,34.124457330331765
2019,10,YouTube,Japan,Rock,EP,1087,2618,1685,2718,1675,58,42,Desktop,496435,201162,137457,18.657910999361107,63,37,3246,4990,2413,12:00,13.043289916637685
2023,11,YouTube,Asia,Electronic,EP,2440,3879,3366,2056,2143,63,37,Desktop,447879,385586,174656,18.665247125853135,66,34,3943,3616,2282,21:00,33.40258476159977
2024,04,Spotify,Asia,Rock,Album,2380,3947,2014,1184,633,50,50,Mobile,317451,197741,158855,1.2939436958532697,44,56,1085,2212,4734,00:00,27.451747785797192
2019,03,YouTube,Africa,Jazz,Album,1540,2988,2678,2403,2047,36,64,Tablet,408795,355430,161391,9.533579495906068,41,59,1300,2297,4372,00:00,33.18246166396604
2020,10,Amazon Music,South America,Pop,EP,2735,2130,2744,2789,507,62,38,Desktop,408931,444488,180860,15.890381222040117,63,37,2825,4896,2797,21:00,45.86604251468492
2019,08,Amazon Music,Japan,Jazz,EP,2761,3536,2963,1511,1963,57,43,PS5,311414,121090,84048,4.044720961424028,61,39,3849,3457,1510,18:00,49.28483519784526
2020,09,Spotify,India,Jazz,Album,1679,3755,3344,2950,1287,36,64,Tablet,445558,452350,189097,18.209767470706055,21,79,1590,4846,4085,12:00,32.75465731619809
2024,07,Apple Music,Africa,Electronic,Single,2327,3522,1863,1778,2386,39,61,Desktop,410904,427924,115218,14.839317296503346,46,54,4526,4864,1938,00:00,36.45666275488842
2024,03,Spotify,India,Hip-Hop,Single,1643,2786,2885,1367,2466,44,56,PS5,450263,425451,124849,5.725919424811432,58,42,771,575,3293,21:00,34.40732580033941
2022,06,YouTube,Japan,Hip-Hop,EP,2607,2987,1677,2910,2425,64,36,Mobile,244908,398106,53443,4.081423776034674,36,64,622,2716,4750,12:00,13.05312597031274
2024,07,Amazon Music,Asia,Hip-Hop,EP,1639,3678,3160,2474,1176,36,64,Desktop,199675,289188,64317,3.6619387780267227,17,83,1225,2766,4116,21:00,45.03790944646268
2020,05,Apple Music,Europe,Classical,Album,1828,3349,2835,2472,1579,55,45,Mobile,423472,346425,79677,16.060563691663496,40,60,4977,634,2453,18:00,15.333493558622704
2023,12,Spotify,Africa,Electronic,EP,2290,3860,2767,2788,627,50,50,Mobile,441392,263988,126089,14.465732200966345,6,94,4979,2992,1860,18:00,10.21382260675098
2020,06,Spotify,Africa,Electronic,Single,1345,3507,2313,2527,1634,57,43,Tablet,155683,176549,117617,3.2964822378666194,7,93,1222,2115,155,21:00,13.24733894727183
2024,08,Apple Music,Asia,Classical,EP,1107,3468,1512,2697,1984,57,43,Desktop,419690,444373,83949,4.4324327936769805,57,43,3130,769,500,06:00,33.46903465718951
2019,06,Amazon Music,South America,Rock,Album,1274,2486,2959,2604,1296,53,47,Tablet,416234,474725,115082,16.24282972376185,48,52,3804,224,816,21:00,6.177567934596489
2019,03,YouTube,North America,Jazz,Album,1951,3792,3351,2503,1834,46,54,Mobile,373321,454165,140392,15.907231326838383,37,63,1305,1439,4999,18:00,6.358942146067226
2022,06,Amazon Music,Europe,Electronic,Single,1621,2080,2090,1708,1578,52,48,PS5,152121,217009,123919,9.457659004271157,45,55,2525,1132,3528,00:00,26.605229195895696
2020,06,Amazon Music,India,Classical,EP,1283,2470,2942,1563,2111,62,38,Mobile,461394,298167,110726,12.886195626550883,56,44,3209,4284,2603,00:00,10.1499787859494
2020,12,Amazon Music,Africa,Pop,Album,2951,3662,2013,2905,1589,59,41,PS5,173300,167878,90535,16.05089606881682,69,31,1905,1995,2547,00:00,45.16653346287519
2024,05,Amazon Music,Japan,Hip-Hop,Album,1000,3420,2006,1766,556,64,36,Tablet,477917,190193,121728,9.679919394476281,13,87,3273,2109,4662,12:00,10.533143371238593
2020,06,Amazon Music,South America,Pop,EP,1817,2453,2947,2786,1297,44,56,Mobile,401382,464616,75862,14.11545722553623,12,88,1195,625,901,12:00,38.685098254465466
2020,09,Spotify,Japan,Jazz,EP,2400,3150,3263,1295,2284,59,41,Desktop,129092,331519,195005,5.277056910963465,69,31,1942,2449,3422,21:00,11.333540380024145
2023,09,Spotify,Asia,Hip-Hop,Album,1694,2598,2047,2601,875,49,51,Desktop,108769,289755,159746,18.115971503088268,22,78,3262,3628,3210,06:00,20.479888087803616
2022,06,Apple Music,Europe,Jazz,EP,1036,3023,3423,1704,2429,48,52,Tablet,105306,317864,163681,2.884727872187448,10,90,912,1826,3939,21:00,30.243270879377476
2020,01,YouTube,Europe,Rock,EP,2643,2603,2577,1194,863,52,48,Desktop,439598,422056,104848,3.0383964242574955,16,84,3407,2592,341,00:00,38.33093867994288
2024,11,YouTube,Africa,Classical,Single,1287,2942,1692,2745,1882,42,58,PS5,234242,415522,185637,6.747610413758604,64,36,2464,1907,2701,12:00,34.498725567080754
2022,02,Apple Music,Africa,Classical,Album,2456,2628,3332,2278,796,46,54,PS5,229475,345917,121988,1.7070931283321382,27,73,3146,2054,2975,00:00,18.158293841738526
2019,07,Apple Music,South America,Hip-Hop,Album,2671,3063,2239,1890,1542,53,47,Mobile,133938,144504,51171,17.80053098137417,59,41,1774,1099,4485,18:00,11.703320700543149
2019,10,Spotify,India,Electronic,Single,2110,2627,3275,1903,2034,62,38,Tablet,347625,212709,164473,8.890260834342522,62,38,2892,497,2771,18:00,9.186031362210318
2022,03,Amazon Music,North America,Hip-Hop,Single,1587,3709,3366,2870,613,43,57,PS5,444288,203370,95634,1.1151608517995752,64,36,1777,3311,752,21:00,37.343805395491366
2024,11,Spotify,Africa,Electronic,Album,1914,3598,2731,2284,1368,53,47,Tablet,345797,182514,172951,4.645978646989899,64,36,3292,2016,927,18:00,40.75467394301478
2022,09,Apple Music,North America,Rock,Album,1404,3283,2673,1749,1217,54,46,Desktop,421950,250039,180185,5.9018540085284386,66,34,1485,4062,2843,00:00,38.93509495388963
2020,10,Spotify,Asia,Electronic,Album,2009,3094,2387,2760,922,50,50,Tablet,247819,115045,97212,2.1216705771328277,39,61,1523,173,2850,12:00,6.179005472610265
2023,03,Amazon Music,South America,Pop,Single,1719,3613,1741,2238,960,43,57,Desktop,146436,347641,102012,2.060611333627215,39,61,3356,4181,1849,00:00,18.746331164444214
2019,12,Apple Music,Africa,Jazz,Album,1148,2272,2862,2670,1219,48,52,PS5,310385,455471,166500,12.658754005414632,35,65,2995,4156,2063,00:00,26.31663053322444
2020,05,Apple Music,Japan,Rock,Album,2769,2034,1766,1479,509,50,50,Desktop,436219,255746,198519,14.418140184699613,28,72,2165,1990,864,18:00,28.35712139912737
2024,03,YouTube,Africa,Rock,Album,1990,3713,3265,2209,1135,49,51,Desktop,292286,419374,106904,11.14180601891716,5,95,2774,2854,1258,21:00,33.412087914443774
2024,11,Apple Music,India,Hip-Hop,Single,1538,2155,1930,1638,674,45,55,Desktop,392287,251506,178813,19.135346070450346,21,79,3077,3234,223,06:00,9.372715048936307
2023,07,Apple Music,Asia,Rock,Single,1995,2514,3015,1051,1139,44,56,PS5,209382,165818,125570,16.42499686155901,42,58,360,1832,3164,21:00,23.758351776117834
2022,07,YouTube,Africa,Classical,Single,2274,2710,3090,1649,1031,43,57,Desktop,392287,101456,125593,14.066794166468815,31,69,928,2960,1066,18:00,6.070426815213688
2023,01,Spotify,Japan,Classical,EP,2333,3623,3204,2773,1783,39,61,Tablet,222720,295372,176207,12.08562932706397,52,48,4494,2759,4628,21:00,19.932814383437492
2019,06,Spotify,South America,Hip-Hop,Album,1708,3617,3261,2546,2284,55,45,Desktop,354743,371587,156645,11.47927215156072,15,85,700,229,1547,21:00,28.543603972855237
2023,06,YouTube,Japan,Electronic,Single,2378,2761,1945,1192,2276,43,57,Desktop,243103,182607,79677,4.072192703202734,15,85,1659,4457,2225,18:00,33.496061152783085
2022,06,Apple Music,North America,Electronic,Single,1779,3306,1751,1330,739,60,40,Mobile,101647,155279,140382,7.7544012305540155,37,63,572,2139,2395,18:00,21.09294833188039
2023,05,Spotify,North America,Rock,Album,2709,3009,3259,1429,752,57,43,Tablet,157636,469820,95635,16.465525620876793,28,72,4592,1002,3644,18:00,19.902784663917405
2019,11,Amazon Music,India,Rock,EP,1754,2386,1910,1145,2199,35,65,Desktop,213303,109864,66007,18.104877941359728,11,89,3779,816,1839,00:00,16.035100902390717
2020,09,Spotify,Africa,Rock,EP,1683,3811,1805,2944,622,55,45,PS5,372697,276461,186763,14.696976413998007,9,91,2729,3475,273,18:00,31.936730617623596
2024,12,Amazon Music,Europe,Electronic,Album,1004,3404,2209,1921,1976,62,38,Mobile,314234,303515,128443,5.444872999830737,20,80,747,4776,2522,21:00,29.35232177596569
2023,07,Apple Music,South America,Pop,EP,2816,2941,3295,2550,865,39,61,PS5,278612,305377,57706,10.063576611340856,16,84,4988,4679,3863,18:00,25.767452017609095
2020,11,Spotify,South America,Classical,Single,2474,2964,3394,1596,830,43,57,Mobile,443757,231109,71893,16.73820102634716,28,72,1699,1566,505,00:00,43.814533185743684
2024,10,Amazon Music,North America,Hip-Hop,Album,2916,2295,1754,1484,551,56,44,Desktop,315211,195703,169506,6.421687223281987,17,83,3618,1117,1213,21:00,26.367724467089936
2022,03,Amazon Music,North America,Pop,Single,1832,3756,3020,1281,1748,58,42,PS5,277308,131534,185433,18.57970771580266,68,32,2764,1037,498,18:00,37.489861240683425
2024,02,YouTube,North America,Hip-Hop,Album,1253,3922,2887,1144,1286,45,55,Mobile,216019,463693,95473,18.3963552594641,12,88,794,448,400,06:00,33.16319326743278
2020,03,Amazon Music,South America,Pop,Album,2724,3083,1960,1550,1836,48,52,Mobile,331286,284639,94013,13.16490485756806,22,78,3651,3761,1054,21:00,49.38723369247708
2019,07,Amazon Music,India,Hip-Hop,EP,1231,3068,1973,1691,1967,38,62,PS5,193166,303972,175292,3.9665338123800638,11,89,1340,4529,4320,06:00,6.924307075254374
2024,03,Amazon Music,Japan,Electronic,Album,1417,2897,3413,1179,678,48,52,Mobile,460855,345961,84757,5.143250293435075,14,86,4388,2379,1319,06:00,39.607250811101025
2022,01,Apple Music,North America,Rock,Album,1060,2623,3095,1183,2187,62,38,Desktop,312452,401620,192058,8.774561605877617,63,37,4205,4215,3917,12:00,8.762163994400868
2024,09,Amazon Music,Africa,Pop,Single,1146,3951,2198,1050,973,49,51,Desktop,408737,165948,62831,18.85542328142108,66,34,2249,4019,180,21:00,49.73620645768988
2023,03,Apple Music,North America,Hip-Hop,Album,1789,2261,1825,2367,872,51,49,Mobile,360156,491708,170293,13.779513283504802,62,38,821,4130,2605,12:00,25.01991493427196
2019,04,Spotify,India,Electronic,Album,2631,3693,2190,2163,1234,37,63,PS5,174150,486961,151178,11.776170190070586,15,85,2871,4977,2287,12:00,49.37897608427254
2023,12,Spotify,Japan,Classical,Album,2800,2114,2053,2945,2223,43,57,Mobile,354545,282846,58521,12.62044004750257,38,62,500,3348,1970,00:00,19.765475604742647
2024,12,Apple Music,Europe,Hip-Hop,Album,1704,3946,1580,1085,1759,42,58,Desktop,434351,385558,145222,2.787720846717204,34,66,612,3665,981,18:00,22.788091296801525
2024,07,Apple Music,Europe,Classical,Album,1031,2802,2306,1318,2261,53,47,Desktop,309894,473636,139942,13.819732499221516,46,54,2380,1742,2999,18:00,45.50960839917617
2020,02,Apple Music,Africa,Rock,Album,1148,3737,2129,1189,1289,44,56,Mobile,334783,283061,154438,11.05145133733867,13,87,3281,3142,2453,12:00,7.44016638148172
2024,07,Apple Music,Japan,Classical,Single,2548,2487,2473,2266,1838,53,47,Tablet,432217,462939,156815,2.9536073380901358,8,92,1220,4169,2430,06:00,20.0943785128502
2023,03,Amazon Music,Japan,Hip-Hop,Single,1718,2505,3264,1215,2159,57,43,Tablet,264327,407706,50588,10.343510642762602,29,71,3865,2241,2007,00:00,39.88124212315454
2019,10,YouTube,Europe,Jazz,EP,1589,3433,2081,1738,2159,55,45,Mobile,285268,352060,105418,6.047580532017456,35,65,4125,4225,3532,00:00,40.124586818929444
2020,12,Apple Music,Europe,Jazz,EP,1438,3314,1957,2237,799,58,42,Tablet,107627,183808,102563,6.210874575670414,39,61,1566,1721,3974,21:00,37.69267292630771
2020,04,YouTube,India,Jazz,EP,2946,3519,1935,1473,1217,61,39,Mobile,240622,308237,87185,5.67752647988428,41,59,1098,4361,2051,06:00,36.63222181063531
2023,08,Amazon Music,South America,Jazz,Single,1141,2472,3230,1891,1156,47,53,Desktop,386556,477168,51227,1.5693306565270535,56,44,337,2547,2819,00:00,11.936477254238085
2023,06,Spotify,Europe,Electronic,EP,2774,3105,3351,1927,599,56,44,Tablet,271637,452987,75962,17.91832993030746,65,35,826,3919,514,21:00,6.854457016409322
2022,01,Amazon Music,India,Pop,Album,2586,2818,1513,2549,988,61,39,PS5,121285,260843,152597,9.271158171620948,33,67,4626,1449,4841,12:00,47.81640382943067
2024,10,Apple Music,India,Classical,EP,1675,2396,1679,2935,2223,39,61,PS5,156254,121407,138742,14.863572824590525,33,67,1421,3185,2611,21:00,16.500967708055114
2019,02,Spotify,Europe,Hip-Hop,EP,1531,3053,2669,1761,1959,60,40,Desktop,110701,100024,148390,11.421860883643323,48,52,4797,2886,2675,06:00,5.985814096694041
2023,03,YouTube,Europe,Rock,Single,1937,3423,2463,2135,1314,44,56,Tablet,368357,199466,179860,2.773352315794982,19,81,2205,2759,4335,06:00,11.782923975526405
2022,06,Apple Music,Asia,Rock,EP,1758,2585,1568,2201,1557,39,61,Mobile,182709,198605,57330,12.082580572736541,69,31,4045,2229,1559,18:00,8.9320074961188
2024,11,Apple Music,Africa,Classical,Single,2814,3229,2150,2197,2059,45,55,Desktop,197055,116299,197458,1.2309690215685922,59,41,4807,1694,3314,12:00,28.54652049607062
2020,11,Spotify,India,Rock,Album,1532,3595,3162,2722,1697,36,64,Desktop,460335,306937,145314,19.747632327085007,16,84,3637,545,677,00:00,18.91081108031073
2024,04,YouTube,India,Rock,Album,1297,3690,2478,2751,1343,46,54,Mobile,451123,138741,79761,8.46967428112989,29,71,1371,147,2855,21:00,30.15239928403446
2023,11,YouTube,South America,Hip-Hop,Single,1565,2955,3432,1001,539,63,37,Tablet,427969,137834,161108,17.236921612111267,38,62,4066,1673,3675,18:00,40.82007373890734
2020,03,YouTube,Europe,Electronic,EP,2385,3038,3447,2972,1577,52,48,Mobile,422625,337042,170658,17.8955365863503,29,71,2029,2028,1922,18:00,39.92809781759847
2020,03,YouTube,North America,Pop,Album,2623,3873,2705,2831,810,50,50,PS5,408718,305749,139939,9.822166656311646,48,52,4043,4965,4327,06:00,13.836265009446276
2023,04,Apple Music,Europe,Classical,Single,2654,2303,2800,2382,2098,49,51,Mobile,499069,452944,119699,5.852201102196432,25,75,4170,3948,914,06:00,10.455908996923627
2023,08,Amazon Music,Africa,Electronic,EP,1913,2698,2623,1621,2280,63,37,Desktop,379983,419279,51231,19.892176745244395,23,77,949,788,3130,18:00,5.319462413120941
2022,04,Spotify,North America,Classical,EP,1730,3493,2166,2037,1778,46,54,Mobile,343532,343892,109051,6.684300611241468,28,72,4945,4025,1128,00:00,21.036401669685123
2024,10,Spotify,Japan,Hip-Hop,Single,2873,3402,2768,1883,510,54,46,Mobile,261771,498239,71184,1.8491829594480014,51,49,808,2879,4542,12:00,20.63429061425569
2019,06,Amazon Music,Japan,Electronic,Album,1105,3024,1850,2949,2480,64,36,Desktop,372810,474646,183028,1.3048050335867076,11,89,532,4130,3154,12:00,14.607102532665095
2023,03,Amazon Music,Europe,Hip-Hop,Album,2065,2944,1771,2968,1971,37,63,Tablet,364920,133460,128857,1.1737669746982902,48,52,4987,593,2369,18:00,42.83258120717328
2020,09,YouTube,Africa,Rock,Single,1818,2359,2505,2434,1136,50,50,PS5,301771,309491,63639,3.2259572614592154,16,84,3258,4098,1680,00:00,8.93702708388906
2024,11,Amazon Music,North America,Classical,EP,2808,3727,2946,1695,1397,58,42,Tablet,108560,448480,135418,4.692098740690243,58,42,4046,142,1126,18:00,30.54267638219058
2022,07,Spotify,India,Rock,Album,2980,3474,2391,2193,950,43,57,Mobile,156952,259099,185698,6.937081903882511,60,40,2955,4169,286,18:00,32.89978728257282
2023,04,YouTube,Europe,Jazz,Album,1118,3414,2805,1027,511,41,59,PS5,406537,398497,52003,14.3827004307776,11,89,4489,1153,3704,21:00,40.6903861473353
2023,12,Apple Music,India,Electronic,EP,1112,2058,3436,2304,515,36,64,Mobile,170521,191625,143437,11.401616767147935,10,90,4060,2177,1583,21:00,17.177005612911938
2022,11,Spotify,North America,Electronic,Album,1629,2759,1654,2653,1131,49,51,Mobile,310139,274721,180231,7.864059054799898,41,59,3170,505,1950,12:00,34.860184527549336
2023,06,Spotify,Europe,Pop,EP,2797,2253,2071,1753,1775,42,58,Tablet,373304,317436,110981,12.245583293488053,7,93,4043,4350,429,00:00,32.606329279574354
2019,04,Amazon Music,North America,Rock,EP,2926,2660,2860,2965,1224,36,64,PS5,398485,385632,194175,3.6555536388749457,44,56,113,4544,1511,21:00,39.89784762490874
2023,08,Apple Music,Europe,Pop,Single,2873,3919,3415,1036,1611,46,54,Tablet,276736,268694,133492,1.791734585236082,55,45,3904,539,502,12:00,5.390086088249301
2020,03,Apple Music,Japan,Hip-Hop,Single,1029,2296,2158,2302,2340,46,54,PS5,421796,404187,78865,10.832892315919304,15,85,3556,667,3316,06:00,45.46526732237048
2023,05,Amazon Music,Africa,Electronic,Single,2623,3084,1804,1045,764,53,47,PS5,126883,337696,113155,11.408411110675495,58,42,3736,4814,110,06:00,22.183456181522047
2022,09,Apple Music,India,Jazz,Single,1859,3024,2135,1656,1073,35,65,Mobile,349851,139044,89687,8.622087572362766,52,48,3738,227,3432,18:00,36.98463374926856
2024,01,YouTube,Europe,Electronic,Single,1029,2446,3407,2376,1614,59,41,Mobile,451373,281360,184880,10.204765608951714,29,71,3348,1541,443,12:00,42.808409488802155
2020,11,Amazon Music,South America,Hip-Hop,Album,2209,2243,3438,2988,901,58,42,PS5,308605,140573,184169,12.708452134985569,61,39,2282,2395,821,00:00,29.502052497985655
2019,11,Amazon Music,South America,Jazz,Album,1630,2650,3480,1433,500,64,36,Tablet,272205,485974,78710,1.3280134114088944,34,66,907,2898,3416,18:00,23.391342185885403
2019,05,Amazon Music,Asia,Pop,Single,2196,2805,1839,1848,1205,47,53,Desktop,230810,149055,169823,14.694098099530787,31,69,1116,4653,3953,06:00,49.65735216274642
2022,01,Spotify,India,Hip-Hop,Single,1173,3947,2204,2996,1363,40,60,Desktop,302859,419857,106856,17.265698936266126,63,37,3862,2439,1380,21:00,25.73964376191305
2019,03,Spotify,Japan,Classical,EP,1300,3924,2882,1478,1837,51,49,Mobile,226942,302048,109583,12.118613326890538,45,55,2626,990,1922,06:00,38.361506043541254
2024,09,Spotify,South America,Classical,EP,1102,3665,2002,2708,2195,60,40,Desktop,455401,141981,82639,15.352801614368605,47,53,3697,2350,3203,06:00,26.310960777383126
2024,05,YouTube,India,Pop,Single,2462,3454,2350,1119,1229,63,37,PS5,196802,226126,65931,3.525603873719527,10,90,4870,577,1000,21:00,42.50828874724912
2020,11,Amazon Music,North America,Electronic,Single,1499,2161,2147,1138,843,63,37,PS5,346519,188381,140371,7.124120277431288,34,66,4824,4201,4669,18:00,32.56428185269797
2023,05,Apple Music,Japan,Jazz,EP,2592,3382,2167,2638,521,46,54,Tablet,211826,403862,118760,14.733304136854594,34,66,3535,2552,3437,00:00,7.475288840805465
